현장관리번호,EQ_NM_시설명칭,FWK_FCLT_NM_기능시설명,TASK_NM_과업,SOU_ID_임시시설번호,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,qrcode,qrcode 등록일시
3-3B2-M-AHU-20405,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001947,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20404,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001948,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B1-M-HWG-13003,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001949,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13002,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001950,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3B1-M-HWG-13001,온수저장조(급탕),온수저장조(급탕),기계,기계그룹-기계사업소-기계-0001951,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,급탕탱크,,
3-3H1-M-EXT-003-2,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001952,외곽지역,제2교통센터,지하2층,05섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3H1-M-ETS-004,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001953,외곽지역,제2교통센터,지하2층,04섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3H1-M-EXT-003-1,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001954,외곽지역,제2교통센터,지하2층,03섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
4-3B2-M-EXT-28202,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001955,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
4-3B2-M-EXT-27202,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001956,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,72섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3H1-M-EXT-003-3,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001957,외곽지역,제2교통센터,지하2층,06섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B2-M-EXT-25102,팽창탱크(급탕),팽창탱크(급탕),기계,기계그룹-기계사업소-기계-0001958,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,51섹터,미분류,기계,급수/배수/위생,물탱크/저수조/압력탱크,팽창탱크,,
3-3B2-M-AHU-20403,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001959,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B2-M-AHU-20402,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001960,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,04섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-5H7-M-EWH-00002,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0001961,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B2-M-PTP-24301-1,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0001962,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,43섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B4-M-AHU-44505,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001963,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44504,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001964,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44503,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001965,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44502,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001966,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
상업시설(B등급)5-54-18,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001967,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,54섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(A등급)5-29-47,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001968,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,29섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-24-12,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001969,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,24섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-25-01,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001970,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,25섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-12-02,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001971,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,12섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-11-07,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001972,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,11섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-07-02,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001973,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,07섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-07-01,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001974,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,07섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-43-08,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001975,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,43섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-04-08,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001976,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,04섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
3-3B4-M-AHU-44501,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001977,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44405,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001978,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44404,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001979,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44403,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001980,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44402,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001981,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44401,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001982,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,44섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44506,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001983,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,45섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45201,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001984,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45202,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001985,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45303,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001986,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45302,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001987,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45301,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001988,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45208,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001989,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45207,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001990,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45206,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001991,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45205,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0001992,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
상업시설(B등급)5-53-08,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001993,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,53섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(B등급)5-45-17,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001994,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,45섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-45-09,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001995,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,45섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-45-08,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001996,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,45섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(B등급)5-45-03,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001997,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,45섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(B등급)5-44-08,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001998,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,44섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(B등급)5-44-07,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0001999,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,44섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(B등급)5-43-11,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0002000,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,43섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(C등급)5-39-12,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0002001,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,39섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
상업시설(A등급)5-55-03,상업시설,상업시설,기계,기계그룹-기계사업소-기계-0002002,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상3층,55섹터,미분류,기계,가스설비,도시가스 배관/밸브/미터,상업용가스레인지,,
4-3B2-M-AHU-21302,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002003,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,13섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45204,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002004,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-45203,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002005,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,52섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B4-M-AHU-44304,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0002006,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상2층,43섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
